Hue,Saturation,Value
0.173611111,0.530973451,0.88627451
0,1,0.8
0.455974843,1,0.415686275
0.909803922,0.62962963,0.529411765
0.593464052,1,1
0.144927536,0.635359116,0.709803922
0.97705314,0.679802956,0.796078431
0.537837838,0.864485981,0.839215686
0.266666667,1,1
0.75625,0.350877193,0.894117647
