Hue,Saturation,Value
0.002873563,0.261261261,0.870588235
0.81884058,0.127071823,0.709803922
0.008438819,0.619607843,1
0.84,0.246305419,0.796078431
0.166666667,0.407114625,0.992156863
0.833333333,1,0.501960784
0.572072072,0.308333333,0.470588235
0.108888889,0.294117647,1
0.071428571,0.356862745,1
0.083333333,0.4,1
0.078571429,0.274509804,1
0.108225108,0.308,0.980392157
0.1826742,0.783185841,0.88627451
0.117647059,0.145299145,0.917647059
0.45,0.37037037,0.847058824
0.877637131,0.431693989,0.717647059
0.163768116,1,0.901960784
0.666666667,0.2,1
0,0.804444444,0.882352941
0.636268344,0.85026738,0.733333333
0.480923695,1,0.650980392
0.717948718,0.852459016,0.478431373
0.072351421,0.594470046,0.850980392
0.9125,0.48582996,0.968627451
0,0.75,0.439215686
0,0.75,0.8
0.904984424,0.842519685,0.996078431
0.062146893,1,0.925490196
0.082159624,0.692682927,0.803921569
0.556818182,0.240437158,0.717647059
0.812418301,1,1
0.648418491,1,0.537254902
0.419047619,0.660377358,0.207843137
0.556237219,0.702586207,0.909803922
0.939311594,0.943589744,0.764705882
0.953125,0.126482213,0.992156863
0.486111111,0.991735537,0.474509804
0.107305936,0.848837209,0.337254902
0.970899471,0.247058824,1
0.911421911,0.665116279,0.843137255
0.832116788,0.541501976,0.992156863
0.887254902,0.133333333,1
0.864035088,0.175925926,0.847058824
0.055555556,0.6,1
0.901129944,0.255411255,0.905882353
0.940789474,1,0.596078431
0.961538462,0.421052632,0.968627451
0.267068273,0.421319797,0.77254902
0.723188406,0.864661654,0.521568627
0.111111111,0.013100437,0.898039216
0.853881279,0.514084507,0.556862745
0.833333333,0.2760181,0.866666667
0.695987654,0.606741573,0.698039216
0.460093897,0.432926829,0.643137255
0.804347826,0.323943662,0.556862745
0.971471471,0.584210526,0.745098039
0.029850746,0.788235294,1
0.518518519,0.234782609,0.901960784
0.898907104,0.478431373,1
0.072916667,0.848979592,0.960784314
0,0.75,0.439215686
0.568273092,1,0.325490196
0.812418301,1,1
0.958333333,0.333333333,0.8
0.980099502,0.587719298,0.447058824
0.090909091,0.77,0.392156863
0.123655914,0.525423729,0.231372549
0.067099567,0.905882353,1
0.833333333,1,0.501960784
0.801184433,1,0.77254902
0.769230769,0.866666667,0.941176471
0.750809061,0.66025641,0.611764706
0.747311828,0.340659341,0.71372549
0.656666667,0.390625,0.501960784
0.867424242,0.692913386,0.996078431
0.790429043,0.554945055,0.71372549
0.864583333,0.2,0.31372549
0.798611111,0.551724138,0.682352941
0.87037037,0.111111111,0.317647059
0.585365854,0.55033557,0.584313725
0.93452381,0.120689655,0.909803922
0,0,0.650980392
0.938492063,0.591549296,0.556862745
0.566666667,0.446428571,0.658823529
0.966171617,0.792156863,1
0.833333333,0.083333333,0.141176471
0.080645161,0.61752988,0.984313725
0.9375,0.95154185,0.890196078
0.953333333,0.344827586,0.568627451
0.917808219,0.646017699,0.88627451
0.93993994,0.620111732,0.701960784
0.065333333,0.58411215,0.839215686
0.091397849,0.476923077,0.509803922
0.875,0.8,1
0.938596491,0.837004405,0.890196078
0.854497354,0.446808511,0.552941176
0.749174917,0.660130719,0.6
0,1,1
0.963592233,0.865546218,0.933333333
0.958677686,1,0.949019608
0.95790378,0.989795918,0.768627451
0.986394558,0.827004219,0.929411765
0.993620415,0.88185654,0.929411765
0.014830508,0.929133858,0.996078431
0,0.745454545,0.647058824
0.979949875,0.992537313,0.525490196
0.009157509,0.71372549,1
0.912280702,1,0.894117647
0.986324786,0.770750988,0.992156863
0.895131086,0.894472362,0.780392157
0.016260163,0.5,0.643137255
0.740963855,0.6484375,0.501960784
0,0,0
0.62345679,1,0.529411765
0.671875,0.213333333,0.588235294
0.5,1,0.250980392
0.574074074,0.947368421,0.074509804
0.583333333,0.666666667,0.011764706
0.808429119,0.342519685,0.996078431
0.950387597,1,0.843137255
0.551666667,0.961538462,0.815686275
0.766666667,0.483091787,0.811764706
0.790123457,0.514285714,0.823529412
0.9375,0.727272727,0.690196078
0.233333333,0.263157895,0.298039216
0.003546099,0.419642857,0.439215686
0.5,1,0.8
0.984848485,0.079710145,0.541176471
0.614035088,0.126666667,0.588235294
0.916993464,1,1
0.916211293,0.734939759,0.976470588
0.955729167,0.405063291,0.619607843
0.01010101,0.32038835,0.403921569
0.974885845,0.398907104,0.717647059
0.985890653,0.832599119,0.890196078
0.888888889,0.6,1
0.842592593,0.105882353,0.666666667
0.943089431,0.845360825,0.760784314
0,0.354166667,0.564705882
0.992831541,0.543859649,0.670588235
0.981848185,1,0.396078431
0,1,0.831372549
0,0.239361702,0.737254902
0.611111111,1,0.658823529
0.609477124,1,0.4
0.625,0.711111111,0.882352941
0.892405063,0.782178218,0.792156863
0.740530303,0.520710059,0.662745098
0.132478632,0.624,0.980392157
0.941176471,0.660194175,0.807843137
0.931419458,1,0.819607843
0.937198068,0.924107143,0.878431373
0.984299517,0.890322581,0.607843137
0.973856209,1,1
0.069160998,0.786096257,0.733333333
0.983935743,0.368888889,0.882352941
0.02173913,0.958333333,0.658823529
0.070957096,0.7890625,0.501960784
0.333333333,0.294520548,0.57254902
0.75,0.701298701,0.301960784
0.050295858,0.923497268,0.717647059
0.977969349,0.798165138,0.854901961
0.455426357,1,0.337254902
0.069444444,0.863309353,0.545098039
0.078431373,1,1
0.067320261,1,1
0.146892655,0.991596639,0.933333333
0.12585034,0.803278689,0.956862745
0.153333333,0.265957447,0.737254902
0.655172414,0.713114754,0.478431373
0.017156863,0.544,0.980392157
0.971212121,0.431372549,1
0.126262626,0.340206186,0.760784314
0.118110236,0.846666667,0.588235294
0.144379845,0.728813559,0.925490196
0.076576577,0.606557377,0.956862745
0.083333333,0.28458498,0.992156863
0.118110236,0.846666667,0.588235294
0.988584475,1,0.57254902
0.257028112,0.664,0.490196078
0.601364522,0.919354839,0.729411765
0.562626263,1,0.647058824
0.946846847,0.725490196,1
0.12,0.738916256,0.796078431
0.023529412,1,1
0.972803347,0.944664032,0.992156863
0.954545455,0.431372549,1
0.141176471,1,1
0.333333333,0.6,1
0.548423423,1,0.580392157
0.314285714,0.154867257,0.88627451
0.406810036,0.669064748,0.545098039
0.51010101,0.637681159,0.811764706
0,0.6,0.196078431
0.068627451,0.066666667,1
0.121568627,1,1
0.083333333,0.821428571,0.439215686
0.103703704,0.326086957,0.541176471
0.594202899,0.278787879,0.647058824
0.881944444,0.188235294,1
0.434599156,1,0.619607843
0.22091195,1,0.831372549
0.969879518,0.382488479,0.850980392
0.391203704,0.431137725,0.654901961
0.875527426,0.94047619,0.988235294
0.833333333,0.564705882,1
0.032448378,0.830882353,0.533333333
0,0,0.752941176
0,0,0.674509804
0.58781362,0.5,0.729411765
0.007246377,0.117346939,0.768627451
0.555555556,0.015463918,0.760784314
0.046875,0.945812808,0.796078431
0.975711893,0.780392157,1
0.143137255,1,1
0.5,1,0.454901961
0.548333333,0.425531915,0.921568627
0.890070922,0.45410628,0.811764706
0.689855072,0.56097561,0.803921569
0.583333333,0.222222222,0.564705882
0.611111111,1,0.6
0.309711286,0.846666667,0.588235294
0.043147208,0.77254902,1
0.914814815,0.675,0.784313725
0.366666667,0.115384615,0.509803922
0.013745704,0.740458015,0.51372549
0.083333333,0.5,0.062745098
0.992248062,0.585034014,0.576470588
0,0.019607843,1
0.692307692,0.163179916,0.937254902
0.977366255,0.591240876,0.537254902
0,0,0.458823529
0.996402878,0.879746835,0.619607843
0.628205128,0.641975309,0.317647059
0.143162393,0.609375,0.501960784
0.565217391,1,0.721568627
0.94338118,1,0.819607843
0.958949097,0.886462882,0.898039216
0,0,0.596078431
0.425287356,1,0.568627451
0.069683908,1,0.909803922
0.002923977,0.230769231,0.968627451
0.972463768,1,0.901960784
0.5,1,1
0.733333333,0.692307692,0.509803922
0.454068241,1,0.498039216
0.048387097,0.446043165,0.545098039
0.542194093,0.94047619,0.988235294
0.222883598,1,0.988235294
0.26056338,0.835294118,1
0.416339869,1,1
0.555253623,1,0.721568627
0.575757576,0.611111111,0.705882353
0.833333333,0.75,0.8
0.503787879,0.316546763,0.545098039
0.132478632,0.624,0.980392157
0,1,0.6
0.524691358,0.254716981,0.415686275
0.150997151,0.513157895,0.894117647
0.947530864,0.642857143,0.988235294
0.902985075,0.462068966,0.568627451
0.989528796,0.749019608,1
0.125,0.8,1
0.166666667,0.495867769,0.949019608
0.1,0.616740088,0.890196078
0.096078431,0.34,0.980392157
0.010784314,0.671936759,0.992156863
0.896666667,0.483091787,0.811764706
0.008403361,0.708333333,0.658823529
0.095238095,0.333333333,0.823529412
0.051539491,1,0.976470588
0.091597796,1,0.949019608
0.133333333,1,1
0.986956522,0.504385965,0.894117647
0.006445672,0.721115538,0.984313725
0.075757576,0.305555556,0.282352941
0.888888889,0.043165468,0.545098039
0.277777778,0.2,0.941176471
0.01312336,0.512096774,0.97254902
0,0.204918033,0.956862745
0.5,1,0.501960784
0.538617886,0.602941176,0.533333333
0.38961039,0.334782609,0.901960784
0.496153846,1,0.509803922
0.929032258,0.748792271,0.811764706
0.070731707,1,0.803921569
0.028395062,0.597345133,0.88627451
0.833333333,0.115740741,0.847058824
0.924924925,0.5,0.870588235
0.949275362,0.456349206,0.988235294
0.495265152,0.946236559,0.729411765
0.082317073,0.732142857,0.878431373
0.092592593,0.04109589,0.858823529
0.161064426,1,0.933333333
0.025362319,0.721568627,1
0.682539683,0.4375,0.752941176
0.096692112,0.51372549,1
0.972803347,0.944664032,0.992156863
0,0,0.501960784
0.467236467,1,0.458823529
0.784482759,0.261261261,0.870588235
0.574074074,1,0.811764706
0.583333333,0.720720721,0.870588235
0.991666667,0.470588235,1
0.065891473,0.387387387,0.870588235
0.962686567,0.370165746,0.709803922
0.483333333,0.714285714,0.878431373
0.489542484,1,1
0.395061728,0.252336449,0.839215686
0.506504065,1,0.803921569
0.208994709,0.409090909,0.603921569
0.096078431,0.34,0.980392157
0.068452381,0.504504505,0.435294118
0,0.419354839,0.48627451
0.071111111,0.451807229,0.650980392
0,0.203125,0.752941176
0.912820513,0.471014493,0.541176471
0.903333333,0.980392157,0.4
0.616666667,1,0.666666667
0.941628264,1,0.850980392
0.702222222,0.384615385,0.764705882
0.613636364,0.44295302,0.584313725
0.116993464,1,1
0.391891892,0.711538462,0.815686275
0.676691729,0.93006993,0.560784314
0.632407407,0.734693878,0.960784314
0.833333333,0.564705882,1
0.971064815,0.571428571,0.988235294
0.05952381,0.282828283,0.388235294
0.059748428,0.207843137,1
0.600241546,0.602620087,0.898039216
0.111111111,0.786885246,0.717647059
0.166666667,0.6,1
0.412935323,0.985294118,0.266666667
0.996855346,0.861788618,0.482352941
0.98943662,0.816091954,0.682352941
0.121527778,0.853333333,0.882352941
0.58004386,1,0.596078431
0,1,0.6
0.133333333,1,1
0.085695007,1,0.968627451
0.950236967,1,0.82745098
0.069892473,0.607843137,0.4
0.134259259,0.296296296,0.952941176
0.956666667,0.411522634,0.952941176
0.139143731,0.553299492,0.77254902
0.988715278,0.96,0.784313725
0.492559524,0.625698324,0.701960784
0.013333333,0.77092511,0.890196078
0.023172906,0.861751152,0.850980392
0.769230769,0.866666667,0.941176471
0.579012346,0.537848606,0.984313725
0.666666667,0.6,1
0.37593985,0.570815451,0.91372549
0.069852941,0.533333333,1
0.083333333,0.250980392,1
0.166666667,0.250980392,1
0.760130719,1,1
0.749673203,1,1
0.794061303,0.994285714,0.68627451
0.833333333,0.453781513,0.933333333
0.635416667,0.719101124,0.698039216
0.933943089,0.663967611,0.968627451
0.446969697,0.507692308,0.509803922
0.502192982,1,0.596078431
0.605734767,0.428571429,0.850980392
0.125,1,0.8
0.004545455,0.753424658,0.57254902
0.969230769,0.817610063,0.623529412
0.911816578,0.866972477,0.854901961
0.547619048,1,0.933333333
0.958333333,1,0.8
0.1,1,1
0.205501618,0.962616822,0.839215686
0.375,1,0.8
0.8,0.947136564,0.890196078
0.062091503,1,1
0.104575163,1,1
0.8,1,1
0.929411765,1,1
0.990740741,0.947368421,0.968627451
0.054367201,0.838565022,0.874509804
0.533333333,1,1
0.06384743,0.8375,0.941176471
0.032485876,0.462745098,1
0.051813472,0.84279476,0.898039216
0.770588235,1,1
0.148221344,0.992156863,1
0.199346405,1,1
0.332020997,0.713483146,0.698039216
0.5,1,0.258823529
0.509803922,0.341365462,0.976470588
0.567375887,0.274853801,0.670588235
0.018518519,0.18,0.392156863
0.108585859,0.269387755,0.960784314
0,0,1
0,0,0.960784314
0.626811594,0.221153846,0.815686275
0.916666667,0.471698113,0.831372549
0.914007092,0.737254902,1
0.971064815,0.571428571,0.988235294
0.057971014,1,0.992156863
0.083838384,0.988023952,0.654901961
0.980099502,0.587719298,0.447058824
0.932098765,0.524271845,0.403921569
0.918954248,1,1
0.543859649,0.37254902,1
0.463333333,0.367647059,0.533333333
0.780555556,0.272727273,0.862745098
0.091085271,0.445595855,0.756862745
0.377192982,0.141791045,0.525490196
0.58778626,0.897260274,0.57254902
0.612612613,0.569230769,0.254901961
0.166666667,1,1
0.139118457,0.48015873,0.988235294
0.142259414,1,0.937254902
0.137908497,1,1
0.146325459,1,0.996078431
0.15620915,1,1
0.166666667,0.799212598,0.996078431
0.221505376,0.756097561,0.803921569
0.095238095,0.741176471,1
0.156862745,1,1
0.161437908,1,1
0.646825397,1,0.658823529
0.064814815,0.818181818,0.17254902
0.462121212,0.658682635,0.654901961
